race_id,race_title,race_date,着順,馬番,馬名,コーナー通過順,上がり3F,単勝オッズ,複勝配当,条件1,条件2,仮説フラグ
202605010101,3歳未勝利,2026/01/31,1,2,マカイゾウ,1-1,37.7,6.3,170,False,False,False
202605010101,3歳未勝利,2026/01/31,2,10,クアロアランチ,2-2,37.5,4.5,190,False,False,False
202605010101,3歳未勝利,2026/01/31,3,9,ヨルヴィック,4-4,37.6,4.0,160,False,False,False
202605010101,3歳未勝利,2026/01/31,4,8,メビウスロマンス,2-2,38.2,2.3,0,True,True,True
202605010101,3歳未勝利,2026/01/31,5,11,ジェイドテソーロ,7-7,37.2,200.7,0,False,False,False
202605010101,3歳未勝利,2026/01/31,6,12,ラヴィングリー,7-8,37.7,204.1,0,True,False,False
202605010101,3歳未勝利,2026/01/31,7,1,ニシノゲッパク,9-9,37.8,77.2,0,False,False,False
202605010101,3歳未勝利,2026/01/31,8,15,レースクイーン,4-5,38.8,78.1,0,True,False,False
202605010101,3歳未勝利,2026/01/31,9,4,ギンケイ,14-13,36.9,30.3,0,False,False,False
202605010101,3歳未勝利,2026/01/31,10,3,ドルマバフチェ,6-6,38.9,15.2,0,True,False,False
202605010101,3歳未勝利,2026/01/31,11,5,アンチェーン,16-15,37.5,29.1,0,True,False,False
202605010101,3歳未勝利,2026/01/31,12,13,アサクサダイアナ,13-13,38.0,102.2,0,False,False,False
202605010101,3歳未勝利,2026/01/31,13,7,アルマサーガ,11-11,38.7,346.5,0,True,False,False
202605010101,3歳未勝利,2026/01/31,14,6,アイアンロッキー,12-12,39.2,444.0,0,False,False,False
202605010101,3歳未勝利,2026/01/31,15,16,オルナータス,10-10,39.7,356.0,0,False,False,False
202605010101,3歳未勝利,2026/01/31,16,14,クラックアスマイル,14-16,38.4,190.9,0,False,False,False
202605010102,4歳以上1勝クラス,2026/01/31,1,16,ダブルメッセージ,1-1-1-1,38.4,29.9,960,True,False,False
202605010102,4歳以上1勝クラス,2026/01/31,2,3,ディズレーリ,11-11-11-12,37.3,26.9,590,False,True,False
202605010102,4歳以上1勝クラス,2026/01/31,3,7,オウケンシルヴァー,6-6-7-6,37.9,4.3,180,True,False,False
202605010102,4歳以上1勝クラス,2026/01/31,4,5,スマートクオーレ,8-8-11-10,37.8,8.6,0,False,True,False
202605010102,4歳以上1勝クラス,2026/01/31,5,4,ロードインフェルノ,14-14-14-12,38.1,143.5,0,False,False,False
202605010102,4歳以上1勝クラス,2026/01/31,6,9,カサビセンス,11-11-11-12,38.5,49.5,0,False,True,False
202605010102,4歳以上1勝クラス,2026/01/31,7,8,セージグリーン,14-14-7-6,39.0,169.2,0,True,False,False
202605010102,4歳以上1勝クラス,2026/01/31,8,6,カイトヴィント,11-11-14-16,38.2,114.5,0,True,False,False
202605010102,4歳以上1勝クラス,2026/01/31,9,14,ラントレイル,2-2-2-2,40.1,9.7,0,True,False,False
202605010102,4歳以上1勝クラス,2026/01/31,10,15,ナムラジミー,16-14-14-15,38.6,15.5,0,False,True,False
202605010102,4歳以上1勝クラス,2026/01/31,11,10,カスバートテソーロ,8-8-9-10,39.1,16.1,0,False,False,False
202605010102,4歳以上1勝クラス,2026/01/31,12,1,アリステア,3-3-3-3,40.0,42.1,0,True,False,False
202605010102,4歳以上1勝クラス,2026/01/31,13,2,ヴェラグエリエロ,3-3-3-3,40.1,14.6,0,False,False,False
202605010102,4歳以上1勝クラス,2026/01/31,14,12,マウントバーノン,6-6-6-6,39.7,17.9,0,True,False,False
202605010102,4歳以上1勝クラス,2026/01/31,15,11,カージオイド,5-5-5-3,40.1,2.8,0,True,False,False
202605010102,4歳以上1勝クラス,2026/01/31,16,13,ヴァズレーヌ,8-8-9-9,39.7,16.6,0,False,False,False
202605010103,3歳未勝利,2026/01/31,1,2,タイキブリッツェン,1-1,37.2,5.2,170,False,False,False
202605010103,3歳未勝利,2026/01/31,2,11,スティールヴォーグ,2-2,37.4,25.8,440,False,False,False
202605010103,3歳未勝利,2026/01/31,3,7,ミスターキャンベラ,5-5,37.5,1.9,110,False,False,False
202605010103,3歳未勝利,2026/01/31,4,12,ライカ,7-7,37.6,26.0,0,True,False,False
